date,E,U,Y
1992-01-01,-0.29766234743612285,0.4073336133333336,0.5705748181522807
1992-04-01,-0.14651666208788106,0.37531764,-0.08570886326429994
1992-07-01,-1.1323077358321942,0.4590209066666664,-0.7260743227080924
1992-10-01,-0.8476138763220842,0.586023546666667,-0.5016677724407947
1993-01-01,-0.8396233691766342,0.50550366,-0.332376061859474
1993-04-01,0.8126954403836262,0.5441529833333334,0.9174836179917101
1993-07-01,-0.31016620703336883,0.4051166833333326,0.3813163812338427
1993-10-01,-0.23901691138320524,0.13558613000000008,0.5472337421347895
1994-01-01,-0.4979112030900068,-0.033775646666666326,0.5624754286834399
1994-04-01,-0.5654805934282803,-0.09748168666666679,-0.8319336053415172
1994-07-01,0.6240474239664007,-0.12986265666666696,0.8217348015716386
1994-10-01,0.22986422973241272,-0.21273487666666657,0.3450771939931263
1995-01-01,0.12519228456593368,-0.1529075433333329,-0.35958639777895485
1995-04-01,-0.5230658805073674,-0.07870258333333346,0.3204792247857524
1995-07-01,-0.09320333410476334,-0.03435831000000089,0.5165377528812298
1995-10-01,-0.087494767771501,-0.0004977566666655164,-0.20903677451384883
1996-01-01,-0.26625767078334306,0.1095479733333331,0.7609301250743661
1996-04-01,-0.07582071520613187,0.21418665333333298,-0.6168719052878413
1996-07-01,-0.2788206379999103,0.2067080533333332,-0.22255019037817902
1996-10-01,-0.26220845652515923,0.306332760000001,0.4775741455236515
1997-01-01,-0.18780109062590533,0.3169669766666665,0.5526468593873846
1997-04-01,-0.2155137371355531,-0.02072055000000006,0.9296087010775889
1997-07-01,0.3776102588457064,-0.1530115099999998,1.4678730893708192
1997-10-01,0.21777588186724373,-0.3273259466666669,0.3824411283981366
1998-01-01,0.3473606679970098,-0.2793377400000008,0.7513297445580935
1998-04-01,0.4458028510675671,-0.5465782666666663,0.9868846293187739
1998-07-01,0.2320808351744974,-0.459080713333333,-0.06193020963979334
1998-10-01,0.15303695069630585,-0.27712973333333357,-0.513739911762845
1999-01-01,0.28485033968865814,-0.17971480333333334,0.5749673921977783
1999-04-01,0.49426818294331376,-0.25732743000000013,0.5501821181387756
1999-07-01,0.4834418217791292,-0.21618786999999973,0.7440011629510357
1999-10-01,0.610252907986375,-0.21930552666666658,2.3518202292417634
2000-01-01,0.4807100901785599,-0.36935272666666674,0.43675468492101466
2000-04-01,0.41109922424626966,-0.13214145000000022,0.18730899412600088
2000-07-01,0.19514908595072988,-0.07826701999999974,0.6555621716296978
2000-10-01,0.6240165121525365,-0.13902634000000003,1.431585968871807
2001-01-01,0.6277464485838324,-0.10321459666666666,0.05544922121882845
2001-04-01,0.12721898365974926,0.08579963666666668,0.4466118947830555
2001-07-01,0.24833863813609192,0.09308361666666642,-0.022344071710334035
2001-10-01,0.179114132622038,0.19961307666666683,-0.05325059932528298
2002-01-01,0.08146494339684729,0.2206233433333329,-0.08975106397640653
2002-04-01,-0.05045929511878766,0.2355178200000001,0.28277262412752524
2002-07-01,0.3627601414904813,0.24081049000000032,0.22382488239423015
2002-10-01,-0.34472474382996054,0.36444361999999986,-0.49994024736648157
2003-01-01,-0.3181762865203219,0.327366266666667,-0.549385765902588
2003-04-01,-0.042925811607186226,0.30710045333333325,-0.12409056893056825
2003-07-01,-0.04647786700284762,0.16992107666666678,0.893178167094022
2003-10-01,0.2487469257272723,0.09807160333333309,1.0233294843192908
2004-01-01,0.19798923214688902,0.05430675333333301,0.595355161503508
2004-04-01,0.06856855006922569,0.004403860000000481,0.601097224940772
2004-07-01,0.013198065969044492,-0.022630363333334014,-0.07736659871412366
2004-10-01,0.15553151342593274,-0.06000886666666583,0.5429141453779041
2005-01-01,0.037203987964185004,-0.05425847333333378,0.934442812147207
2005-04-01,0.3073287473610353,0.0389800100000004,1.246508365070098
2005-07-01,0.5453847550807245,-0.017303870000000554,0.9979763794808028
2005-10-01,0.2904317785129784,-0.1013124133333334,0.9831186120490054
2006-01-01,0.6100161368429724,-0.16322961666666647,1.0703585376281577
2006-04-01,0.545183319815612,-0.13827030333333346,0.6676172185906548
2006-07-01,0.8901914268916622,-0.116791483333333,0.8816341306559172
2006-10-01,0.7376960220448314,-0.14107047333333345,1.5266285551845948
2007-01-01,0.5757814756955915,-0.1742411266666668,0.7588048242870071
2007-04-01,0.7938480633690181,-0.17774151666666604,1.3940258858470278
2007-07-01,0.7919375198524037,-0.09947670666666708,0.8765163945563259
2007-10-01,0.8557418931590455,-0.0461082033333331,0.5777568347610673
2008-01-01,0.5394466518652941,-0.08004785333333331,0.5925912298553326
2008-04-01,0.7011058606357201,-0.04655664000000037,0.9762192581844076
2008-07-01,0.6154011390018033,0.011754613333333275,0.45245961775099985
2008-10-01,-0.019346874085357513,0.20272605999999982,-2.088279814609695
2009-01-01,-0.3205373947192891,0.3983850033333338,-1.4623799994990305
2009-04-01,-0.26904302740660135,0.4784854866666661,0.31400992489578616
2009-07-01,0.05877567235279546,0.42284732333333386,0.8673848094406633
2009-10-01,0.12164706450983331,0.10366851666666665,0.5971189317542036
2010-01-01,-0.37811516269163903,-0.4215146133333336,1.0031227432424572
2010-04-01,0.5649795585709105,-0.08807668666666624,0.5267955585280371
2010-07-01,0.41678835713607754,-0.14939581000000057,0.673908966744996
2010-10-01,0.310905964540642,-0.19433503999999946,0.9084111983730381
2011-01-01,0.4750456906896794,-0.20126973333333353,0.20252289400919388
2011-04-01,0.682880774399508,-0.29619077333333355,0.8020317897546425
2011-07-01,0.2555580090950915,-0.06626896999999987,-0.5063234360310753
2011-10-01,0.4399010536974224,0.08368721333333307,0.27786055745864235
2012-01-01,0.5111954169244148,0.0408556433333338,0.29592560448585825
2012-04-01,0.4347730140100037,0.009882469999999977,0.08646007159027747
2012-07-01,0.9162563924666411,0.06296347999999963,0.7040062714890771
2012-10-01,-0.16951846092932987,0.13772562666666666,0.2892060774728922
2013-01-01,0.30723670255734525,0.07153438000000056,0.5292907953111436
2013-04-01,0.34628892595303107,0.020035076666666374,0.7011556146839792
2013-07-01,0.519383264565576,0.04014577000000008,0.693266425427419
2013-10-01,0.2389501855304621,0.037544303333333584,0.24273982483924428
2014-01-01,0.0405641854759331,-0.1315301566666669,0.4667936143601725
2014-04-01,0.6479402726678796,-0.06285257666666677,0.6633775479621518
2014-07-01,0.3443192385946148,0.003946366666666812,0.7625747138793493
2014-10-01,0.6167499353340933,0.028743120000000122,0.6942502580411514
2015-01-01,0.16362007899126674,0.03543709999999978,-0.04577170130483088
2015-04-01,0.21676509369010777,0.05996049333333353,0.16735136872161327
2015-07-01,0.1317062243911593,0.05937693999999949,0.698773564168742
2015-10-01,0.4606959962477619,0.07859446333333331,0.7472139268389855
2016-01-01,0.3589224583188555,0.039895426666666456,0.33235537050062547
2016-04-01,0.05727545733718031,-0.005421746666666394,0.2864133780500655
2016-07-01,0.23034462157944802,0.010708206666667053,0.23431980120536267
2016-10-01,0.43257626758257395,-0.005538096666667158,0.04116377492737744
2017-01-01,-0.047633204286434694,-0.12834769666666634,0.25760606208864445
2017-04-01,0.4129502001231522,-0.08266719,0.8223632473521203
2017-07-01,0.2503827509011902,-0.05486059333333371,0.7835940733032842
2017-10-01,0.33660082821580506,-0.07877374333333309,1.0076025964418367
2018-01-01,0.45986872281849056,-0.14078650666666626,1.0359465083296993
2018-04-01,0.2863825385345242,-0.35014454333333367,0.749171173134977
2018-07-01,0.30348759341913834,-0.05459930666666679,-0.13689064226548586
2018-10-01,-0.0008344462565146316,-0.03234721666666651,0.5246359929970357
2019-01-01,0.46220054721271,-0.014819389999999988,0.19080992835394106
2019-04-01,0.535865197566876,-0.1207804600000002,0.665027020778286
2019-07-01,-0.11458420463443808,-0.017435576666666286,0.2991460936098811
2019-10-01,0.1843122020985133,0.06688759333333305,0.2060467760534257
2020-01-01,0.6063567743550546,0.2257487566666665,-1.0805911139879831
2020-04-01,-1.6668628705876154,0.8934302200000004,-6.366711558520288
2020-07-01,0.6098079062447193,-0.003323556666666505,6.080446528099603
2020-10-01,0.4871232082338306,-0.08277444000000012,0.9141280292086051
2021-01-01,-0.2228555688997047,0.008190289999999933,0.5911676350444983
2021-04-01,0.36232962995355056,-0.17830162000000005,2.57639803763996
2021-07-01,1.04977870811358,-0.3107647733333332,2.0027779478883456
2021-10-01,0.7237789314384235,-0.31568815333333333,1.0138242161474853
2022-01-01,0.2124340378580003,-0.1837897900000005,0.2245801972401429
2022-04-01,0.32055973220939116,-0.16712555999999967,0.6995764976281738
2022-07-01,0.5738326059987919,-0.11838539000000026,0.49893283719339987
2022-10-01,0.5122452110209119,-0.08419402333333315,0.19460897179008896
2023-01-01,0.7459515365860314,-0.07062664666666674,0.6298825405555375
2023-04-01,0.6641981095262928,-0.0077972366666665405,-0.35023518339465376
2023-07-01,0.05173694723010769,0.07860723333333342,0.4437096123013573
2023-10-01,0.4104617735429361,0.09092045333333343,0.3501069795242895
2024-01-01,0.2807864068845811,0.11457041333333295,-0.08400322359967127
2024-04-01,0.056743147367455116,0.10458521333333337,0.8051179778872264
2024-07-01,0.1537479648949791,0.16577032999999997,0.2608519086766625
2024-10-01,0.20263551178252293,0.10179786333333363,0.4703730741252077
2025-01-01,0.1778982255317585,0.09194502333333299,0.8798174756674104
