date,household_employment_total,household_employment_total_sa,household_employment_total_sa_stl,household_employment_seasonal_factor_stl,household_sa_gap_official_vs_stl,household_sa_gap_pct_official_vs_stl,household_employment_total_sa_stl_chained,household_employment_total_sa_spliced_chain,household_employment_total_sa_spliced,employment_blended_level
2021-07-01,5139.213972699999,5130.16028145812,5137.964228575171,1.0002432372179402,-7.803947117050484,0.15211897268114782,5160.252513405379,5130.16028145812,5130.16028145812,5162.08031796007
2021-10-01,5204.6227416,5169.08086035681,5166.137691443732,1.0074494820802025,2.9431689130778977,-0.05693795459169593,5188.54819163729,5169.08086035681,5169.08086035681,5200.082888924084
2022-01-01,5130.546286899999,5160.70278531965,5146.1628016983495,0.9969654059927543,14.539983621300053,-0.281744255116978,5168.486651613257,5160.70278531965,5160.70278531965,5210.842642478378
2022-04-01,5152.2359498,5165.26495975713,5184.67822705893,0.9937426633171538,-19.41326730180026,0.3758426228479994,5207.1691553598685,5165.26495975713,5165.26495975713,5226.407911386455
2022-07-01,5204.9318926,5198.14275877173,5200.179471536877,1.0009138955855528,-2.0367127651470582,0.03918154732687196,5222.737643620912,5198.14275877173,5198.14275877173,5257.004471750953
2022-10-01,5253.8138721000005,5218.33189227216,5211.590076385414,1.0081019027006575,6.741815886745826,-0.12919484666603642,5234.197747220246,5218.33189227216,5218.33189227216,5284.940836831788
2023-01-01,5244.3160544,5273.6005102658,5263.173323150579,0.996417129440213,10.427187115221386,-0.1977242511055466,5286.00476006186,5273.6005102658,5273.6005102658,5326.381896113053
2023-04-01,5302.462883,5313.99339931148,5324.057683889066,0.9959439205637438,-10.064284577585568,0.18939211664978917,5347.15323473993,5313.99339931148,5313.99339931148,5357.119331258153
2023-07-01,5310.7678295999995,5305.6265020267,5309.103608645824,1.000313465525794,-3.4771066191242426,0.06553621175173774,5332.134289312007,5305.6265020267,5305.6265020267,5359.844119392936
2023-10-01,5357.7089672,5324.14137255655,5322.091397149859,1.0066924010491838,2.0499754066904643,-0.03850339920080659,5345.178418326917,5324.14137255655,5324.14137255655,5381.894684799417
2024-01-01,5305.3153447,5333.06977768867,5325.055378485998,0.996292989953541,8.014399202672394,-0.15027741126135696,5348.155257296412,5333.06977768867,5333.06977768867,5397.173870762684
2024-04-01,5331.1669734,5339.35886379489,5342.051053769563,0.9979625652656605,-2.692189974673056,0.05042159636297061,5365.2246591445755,5339.35886379489,5339.35886379489,5414.824197271346
2024-07-01,5344.9455403,5342.23054659237,5345.595402153022,0.9998784304078155,-3.3648555606523587,0.06298596684111146,5368.784382770601,5342.23054659237,5342.23054659237,5429.389729504277
2024-10-01,5387.385764600001,5355.93911850837,5358.881038816318,1.005319156289758,-2.941920307948749,0.05492818799568422,5382.12765199826,5355.93911850837,5355.93911850837,5447.285844435557
2025-01-01,5343.09195,5369.16361463463,5366.015696660448,0.9957279762199142,3.147917974181837,-0.058629578089253176,5389.293259704849,5369.16361463463,5369.16361463463,5465.227003215163
2025-04-01,5362.0194063,5367.86482988755,5360.647607330577,1.000255901724923,7.217222556972956,-0.13445239002272125,5383.901883816596,5367.86482988755,5367.86482988755,5465.621420293309
2025-07-01,5364.2199045,5363.09877491356,5366.976312278782,0.9994864132766014,-3.877537365221542,0.07230031606650922,5390.2580424355965,5363.09877491356,5363.09877491356,5468.773906292114
2025-10-01,5391.9363252,5361.68075321277,5370.342843918005,1.0040208757447313,-8.662090705235642,0.16155551036949323,5393.639177955409,5361.68075321277,5361.68075321277,5482.612365256171
2026-01-01,5350.943562699999,,5377.332153740787,0.9950926239469086,,,5400.658807126704,5400.658807126704,5400.658807126704,5521.966111851011
2026-04-01,5405.9603454,,5391.789817816176,1.0026281676516762,,,5415.179187974837,5415.179187974837,5415.179187974837,5544.322309638443
