date,household_employment_total,household_employment_total_sa,household_employment_total_sa_stl,household_employment_seasonal_factor_stl,household_sa_gap_official_vs_stl,household_sa_gap_pct_official_vs_stl,household_employment_total_sa_stl_chained,household_employment_total_sa_spliced_chain,household_employment_total_sa_spliced,employment_blended_level
2018-01-01,5011.6751245,5039.80734754032,5041.196847680324,0.9941439058873659,-1.389500140004202,0.02757050109627457,5063.065359454181,5039.80734754032,5039.80734754032,5022.814386704949
2018-04-01,5053.7599733,5060.00326965716,5050.973087724197,1.0005517522123761,9.030181932962478,-0.17846197821872467,5072.884008439217,5060.00326965716,5060.00326965716,5037.983319341245
2018-07-01,5093.158203200001,5085.90949163313,5088.088962877156,1.000996295536464,-2.17947124402599,0.042853126812647524,5110.160890784971,5085.90949163313,5085.90949163313,5053.608877871094
2018-10-01,5099.5978019,5070.17203349076,5079.995885875064,1.0038586480117904,-9.823852384303791,0.19375777230856706,5102.032706336166,5070.17203349076,5070.17203349076,5054.372646234988
2019-01-01,5055.7090636,5085.53591677484,5082.889677647273,0.994652527249056,2.6462391275672417,-0.0520346168205843,5104.939051262189,5085.53591677484,5085.53591677484,5080.614936595878
2019-04-01,5108.3201242000005,5118.16813795003,5103.009431433471,1.0010406982071827,15.158706516558595,-0.29617445359327865,5125.146083741494,5118.16813795003,5118.16813795003,5108.480774340469
2019-07-01,5103.8728591,5094.093800352,5101.538171089684,1.000457643936401,-7.444370737684039,0.1461372921160109,5123.66844112875,5094.093800352,5094.093800352,5102.826641334672
2019-10-01,5139.0161872,5106.98753114965,5114.1059581794225,1.0048708863727676,-7.118427029772647,0.1393860272098646,5136.290746779903,5106.98753114965,5106.98753114965,5112.863033955498
2020-01-01,5109.3587281,5140.76004243589,5133.709952041115,0.9952566030865393,7.0500903947749975,-0.13714101293540448,5155.979781988627,5140.76004243589,5140.76004243589,5129.710557982135
2020-04-01,5010.036220200001,5021.86537902834,5018.039097013074,0.998405178465463,3.8262820152658605,-0.07619244496765987,5039.807151383971,5021.86537902834,5021.86537902834,5045.0642466915515
2020-07-01,5063.581852900001,5053.7304193032,5062.53537943143,1.0002067093640121,-8.80496012823005,0.17422694520068394,5084.496456908815,5053.7304193032,5053.7304193032,5075.646143965382
2020-10-01,5121.853179600001,5087.86616917698,5089.284478899247,1.006399465550763,-1.418309722266713,0.027876317401176465,5111.361592908101,5087.86616917698,5087.86616917698,5101.691507392564
2021-01-01,5033.1130349000005,5063.5452450682,5052.511922256767,0.9961605459511501,11.0333228114323,-0.21789719015897768,5074.429518374893,5063.5452450682,5063.5452450682,5091.195035617028
2021-04-01,5057.0216179,5070.59155057298,5074.598634314602,0.9965362745546517,-4.007083741622409,0.07902596179669708,5096.612041712722,5070.59155057298,5070.59155057298,5108.37528260462
